test;failure_id;config;exception;message;stacktrace
org.apache.hadoop.fs.viewfs.TestViewFsWithAuthorityLocalFs#testInternalCreate1;id_000000;[hadoop.security.auth_to_local.mechanism=hadoop, hadoop.security.groups.cache.secs=1725836351, fs.client.resolve.remote.symlinks=false, fs.viewfs.mounttable.mycluster.link./internalDir/internalDir2/linkToDir3=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3/dir3, fs.viewfs.mounttable.mycluster.link./targetRoot=file:///mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3, fs.viewfs.mount.links.as.symlinks=true, hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1], hadoop.security.groups.cache.background.reload=false, fs.viewfs.mounttable.mycluster.link./internalDir/linkToDir2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3/dir2, hadoop.user.group.static.mapping.overrides=dr.who=;, fs.viewfs.mounttable.mycluster.link./linkToAFile=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3/aFile, fs.viewfs.mounttable.mycluster.link./data=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3/data, hadoop.kerberos.keytab.login.autorenewal.enabled=false, hadoop.security.groups.negative-cache.secs=551770704, fs.creation.parallel.count=1017804486, fs.viewfs.rename.strategy=SAME_FILESYSTEM_ACROSS_MOUNTPOINT, hadoop.security.dns.log-slow-lookups.threshold.ms=873245101, fs.viewfs.mounttable.mycluster.link./danglingLink=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3/missingTarget, hadoop.security.authentication=simple, hadoop.security.dns.log-slow-lookups.enabled=true, hadoop.security.groups.cache.background.reload.threads=57869496, fs.local.block.size=1080528387, fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs, hadoop.security.token.service.use_ip=false, hadoop.kerberos.min.seconds.before.relogin=1904003408, fs.viewfs.mounttable.mycluster.link./user2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3/user, fs.viewfs.mounttable.default.name.key=mycluster, fs.permissions.umask-mode=027, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, fs.AbstractFileSystem.viewfs.impl=org.apache.hadoop.fs.viewfs.ViewFs, fs.viewfs.mounttable.mycluster.link./user=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/yZSGXrkfa3/user, hadoop.security.groups.cache.warn.after.ms=686724702];org.apache.hadoop.security.AccessControlException;InternalDir of ViewFileSystem is readonly, operation create not permitted on path /foo.;[org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:177), org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:183), org.apache.hadoop.fs.viewfs.ViewFs$InternalDirOfViewFs.createInternal(ViewFs.java:1028), org.apache.hadoop.fs.viewfs.ViewFs.createInternal(ViewFs.java:358), org.apache.hadoop.fs.AbstractFileSystem.create(AbstractFileSystem.java:626)]
org.apache.hadoop.fs.viewfs.TestViewFsLocalFs#testInternalCreateMissingDir2;id_000000;[hadoop.security.auth_to_local.mechanism=hadoop, hadoop.security.groups.cache.secs=419769707, fs.client.resolve.remote.symlinks=true, fs.viewfs.mounttable.mycluster.link./internalDir/internalDir2/linkToDir3=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb/dir3, fs.viewfs.mounttable.mycluster.link./targetRoot=file:///mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb, fs.viewfs.mount.links.as.symlinks=true, hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1], hadoop.security.groups.cache.background.reload=false, fs.viewfs.mounttable.mycluster.link./internalDir/linkToDir2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb/dir2, hadoop.user.group.static.mapping.overrides=dr.who=;, fs.viewfs.mounttable.mycluster.link./linkToAFile=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb/aFile, fs.viewfs.mounttable.mycluster.link./data=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb/data, hadoop.kerberos.keytab.login.autorenewal.enabled=false, hadoop.security.groups.negative-cache.secs=671067779, fs.creation.parallel.count=719190995, fs.viewfs.rename.strategy=SAME_FILESYSTEM_ACROSS_MOUNTPOINT, hadoop.security.dns.log-slow-lookups.threshold.ms=1296293969, fs.viewfs.mounttable.mycluster.link./danglingLink=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb/missingTarget, hadoop.security.authentication=simple, hadoop.security.dns.log-slow-lookups.enabled=true, hadoop.security.groups.cache.background.reload.threads=1193211416, fs.local.block.size=2018699206, fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs, hadoop.security.token.service.use_ip=false, hadoop.kerberos.min.seconds.before.relogin=1086169806, fs.viewfs.mounttable.mycluster.link./user2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb/user, fs.viewfs.mounttable.default.name.key=mycluster, fs.permissions.umask-mode=077, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, fs.AbstractFileSystem.viewfs.impl=org.apache.hadoop.fs.viewfs.ViewFs, fs.viewfs.mounttable.mycluster.link./user=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/bKQFU6Qdyb/user, hadoop.security.groups.cache.warn.after.ms=133367104];org.apache.hadoop.security.AccessControlException;InternalDir of ViewFileSystem is readonly, operation create not permitted on path viewfs:/missingDir/miss2/foo.;[org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:177), org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:183), org.apache.hadoop.fs.viewfs.ViewFs.createInternal(ViewFs.java:352), org.apache.hadoop.fs.AbstractFileSystem.create(AbstractFileSystem.java:626), org.apache.hadoop.fs.FileContext$3.next(FileContext.java:701)]
org.apache.hadoop.fs.viewfs.TestViewFsLocalFs#testInternalCreateMissingDir3;id_000000;[hadoop.security.auth_to_local.mechanism=MIT, hadoop.security.groups.cache.secs=1943767065, fs.client.resolve.remote.symlinks=false, fs.viewfs.mounttable.mycluster.link./internalDir/internalDir2/linkToDir3=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c/dir3, fs.viewfs.mounttable.mycluster.link./targetRoot=file:///mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c, fs.viewfs.mount.links.as.symlinks=true, hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1], hadoop.security.groups.cache.background.reload=true, fs.viewfs.mounttable.mycluster.link./internalDir/linkToDir2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c/dir2, hadoop.user.group.static.mapping.overrides=dr.who=;, fs.viewfs.mounttable.mycluster.link./linkToAFile=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c/aFile, fs.viewfs.mounttable.mycluster.link./data=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c/data, hadoop.kerberos.keytab.login.autorenewal.enabled=false, hadoop.security.groups.negative-cache.secs=744921806, fs.creation.parallel.count=390050296, fs.viewfs.rename.strategy=SAME_FILESYSTEM_ACROSS_MOUNTPOINT, hadoop.security.dns.log-slow-lookups.threshold.ms=534145636, fs.viewfs.mounttable.mycluster.link./danglingLink=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c/missingTarget, hadoop.security.authentication=simple, hadoop.security.dns.log-slow-lookups.enabled=true, hadoop.security.groups.cache.background.reload.threads=1895354389, fs.local.block.size=1697828089, fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs, hadoop.security.token.service.use_ip=false, hadoop.kerberos.min.seconds.before.relogin=1340364175, fs.viewfs.mounttable.mycluster.link./user2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c/user, fs.viewfs.mounttable.default.name.key=mycluster, fs.permissions.umask-mode=022, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, fs.AbstractFileSystem.viewfs.impl=org.apache.hadoop.fs.viewfs.ViewFs, fs.viewfs.mounttable.mycluster.link./user=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/8LPGhoRn6c/user, hadoop.security.groups.cache.warn.after.ms=51494618];org.apache.hadoop.security.AccessControlException;InternalDir of ViewFileSystem is readonly, operation create not permitted on path viewfs:/internalDir/miss2/foo.;[org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:177), org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:183), org.apache.hadoop.fs.viewfs.ViewFs.createInternal(ViewFs.java:352), org.apache.hadoop.fs.AbstractFileSystem.create(AbstractFileSystem.java:626), org.apache.hadoop.fs.FileContext$3.next(FileContext.java:701)]
org.apache.hadoop.fs.viewfs.TestViewFsLocalFs#testInternalMkdirNew;id_000000;[hadoop.security.auth_to_local.mechanism=MIT, hadoop.security.groups.cache.secs=999832534, fs.client.resolve.remote.symlinks=true, fs.viewfs.mounttable.mycluster.link./internalDir/internalDir2/linkToDir3=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0/dir3, fs.viewfs.mounttable.mycluster.link./targetRoot=file:///mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0, fs.viewfs.mount.links.as.symlinks=false, hadoop.security.auth_to_local=RULE:[1:$1] RULE:[2:$1], hadoop.security.groups.cache.background.reload=false, fs.viewfs.mounttable.mycluster.link./internalDir/linkToDir2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0/dir2, hadoop.user.group.static.mapping.overrides=dr.who=;, fs.viewfs.mounttable.mycluster.link./linkToAFile=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0/aFile, fs.viewfs.mounttable.mycluster.link./data=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0/data, hadoop.kerberos.keytab.login.autorenewal.enabled=true, hadoop.security.groups.negative-cache.secs=1114869503, fs.creation.parallel.count=937023094, fs.viewfs.rename.strategy=SAME_MOUNTPOINT, hadoop.security.dns.log-slow-lookups.threshold.ms=232698419, fs.viewfs.mounttable.mycluster.link./danglingLink=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0/missingTarget, hadoop.security.authentication=simple, hadoop.security.dns.log-slow-lookups.enabled=true, hadoop.security.groups.cache.background.reload.threads=228875120, fs.local.block.size=1293731270, fs.AbstractFileSystem.file.impl=org.apache.hadoop.fs.local.LocalFs, hadoop.security.token.service.use_ip=true, hadoop.kerberos.min.seconds.before.relogin=1111964137, fs.viewfs.mounttable.mycluster.link./user2=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0/user, fs.viewfs.mounttable.default.name.key=mycluster, fs.permissions.umask-mode=277, hadoop.security.group.mapping=org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, fs.AbstractFileSystem.viewfs.impl=org.apache.hadoop.fs.viewfs.ViewFs, fs.viewfs.mounttable.mycluster.link./user=file:/mnt/batch/tasks/workitems/FUZZ_hcommon_r125_1M24d23h38m5s/job-1/Task103/wd/confuzz/scripts/fuzz-hadoop/hadoop-common-project/hadoop-common/target/test/data/LYZ80IJiO0/user, hadoop.security.groups.cache.warn.after.ms=1130096141];org.apache.hadoop.security.AccessControlException;InternalDir of ViewFileSystem is readonly, operation mkdir not permitted on path /dirNew.;[org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:177), org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable(ViewFs.java:183), org.apache.hadoop.fs.viewfs.ViewFs$InternalDirOfViewFs.mkdir(ViewFs.java:1287), org.apache.hadoop.fs.viewfs.ViewFs.mkdir(ViewFs.java:545), org.apache.hadoop.fs.FileContext$4.next(FileContext.java:809)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureFileWriteNotAt0Position;id_000000;[file.bytes-per-checksum=2084493040];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureFileWriteNotAt0Position;id_000001;[file.bytes-per-checksum=840035565];java.lang.NegativeArraySizeException;-1029614507;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureFileWriteNotAt0Position;id_000003;[file.bytes-per-checksum=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureOutOfOrderKeys;id_000000;[io.file.buffer.size=1974938081, tfile.fs.output.buffer.size=197145246];java.lang.NegativeArraySizeException;-305280233;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureOutOfOrderKeys;id_000001;[file.bytes-per-checksum=220100654];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureOutOfOrderKeys;id_000002;[file.bytes-per-checksum=234981330];java.lang.OutOfMemoryError;Java heap space;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureOutOfOrderKeys;id_000003;[hadoop.kerberos.min.seconds.before.relogin=2073160497, hadoop.security.groups.cache.secs=990407999, hadoop.service.shutdown.timeout=485122m, fs.permissions.umask-mode=666, file.stream-buffer-size=384165399, hadoop.security.groups.negative-cache.secs=908500573, fs.local.block.size=1076217108, fs.creation.parallel.count=270095679, fs.file.impl.disable.cache=true, io.file.buffer.size=1032711227];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureOutOfOrderKeys;id_000028;[io.file.buffer.size=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:73), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.io.file.tfile.TestTFileNoneCodecsByteArrays#testFailureOutOfOrderKeys;id_000029;[io.file.buffer.size=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
